name,apparition,affiliations,occupations,origin,status,height,weight,bloodtype,fruit.name,devilfruit.type,residence,bounty,key,has_D,haki.observation,haki.armament,haki.conqueror
Igaram,106.0,arabasta;baroqueworks,captainoftheroyalguard;frontieragent;bountyhunter;mayorofwhiskypeak,grandline,Alive,218.0,,X,,,,,igaram,0.0,0.0,0.0,0.0
Ikaros Much,611.0,newfish-manpirates,pirate;pirateofficer,grandline,Alive,499.0,,XF,,,fish-mandistrict,,ikarosmuch,0.0,0.0,0.0,0.0
Ikkaku,810.0,heartpirates;ninja-pirate-mink-samuraialliance,pirate,,Unknown,,,,,,,,ikkaku,0.0,0.0,0.0,0.0
Imu,906.0,worldgovernment,supremeruleroftheworldgovernment,,Alive,,,,,,marygeoise,,imu,0.0,0.0,0.0,0.0
Inazuma,536.0,kamabakkakingdom;newkamaland;revolutionaryarmy;impeldown,revolutionary;prisonerofthegreatprison,southblue,Alive,228.0,,F,Snip-Snip Fruit,Paramecia,baltigo;momoiroisland,100000000.0,inazuma,0.0,0.0,0.0,0.0
Inbi,954.0,beastspirates,,,Alive,,,,,,,,inbi,0.0,0.0,0.0,0.0
Indigo,0.0,goldenlionpirates,pirate;scientist,,Alive,,,,,,merveille,,indigo,0.0,0.0,0.0,0.0
Inhel,718.0,tontattakingdomscoutingunit;tontattapirates;strawhatgrandfleet,scout;pirate,,Alive,,,,,,,,inhel,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,1.0,1.0,0.0
Ippon Ume,97.0,loguetownarmsshop,armsshopproprietress,eastblue,Alive,,,,,,loguetown,,ipponume,0.0,0.0,0.0,0.0
Isa,256.0,shandia,,,Alive,,,,,,,,isa,0.0,0.0,0.0,0.0
Iscat,1127.0,,,,Alive,,,,,,landofgods,,iscat,0.0,0.0,0.0,0.0
Ishilly,608.0,mermaidcafé,dancer,grandline,Alive,,,,,,mermaidcove,,ishilly,0.0,0.0,0.0,0.0
Island Eater,128.0,,,grandline,Deceased,715.0,120.0,,,,,,islandeater,0.0,0.0,0.0,0.0
Islewan,553.0,whitebeardpirates,pirate;captain,,Alive,,,,,,,,islewan,0.0,0.0,0.0,0.0
Issho,701.0,marines,admiral;guardcaptain;bodyguard,grandline,Alive,270.0,,S,Press-Press Fruit[8],Paramecia,aoikingdomsojaisland,,issho,0.0,1.0,1.0,0.0
Isuka,,,marineensign,,Alive,,,,,,,1000000.0,isuka,0.0,0.0,0.0,0.0
Itomimizu,306.0,foxypirates,pirate;announcer,,Alive,,,,,,,,itomimizu,0.0,0.0,0.0,0.0
Izo,553.0,whitebeardpirates;kouzukifamily;ninja-pirate-mink-samuraialliance,16thdivisioncommander;samurai;retainerofthekouzukifamily,grandline,Deceased,192.0,,X,,,wanocountry,510000000.0,izo,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,1.0,1.0,0.0
Jabra,375.0,cp0;cp9,cipherpolagent,northblue,Alive,212.0,,S,Mutt-Mutt Fruit Wolf Model,Zoan,guanhao,,jabra,0.0,1.0,1.0,0.0
Jack,801.0,beastspirates,all-star;captainofthemammoth;defactorulerofkuri,grandline,Alive,830.0,,F,"Elephant-Elephant Fruit, Ancient Zoan Model: Mammoth , Eleph-Eleph Fruit Ancient Zoan Model Mammoth[8]",Ancient Zoan,wanocountry,1000000000.0,jack,0.0,1.0,1.0,0.0
Jackson Burner,967.0,rogerpirates,pirate,,Unknown,,,,,,,,jacksonburner,0.0,0.0,0.0,0.0
Jagger,1039.0,kidpirates,pirate,,Unknown,,,,,,,,jagger,0.0,0.0,0.0,0.0
Jaguar D. Saul,392.0,walrusschool;marines,historyteacherviceadmiral,southblue,Alive,1950.0,,F,,,elbaph,,jaguard.saul,0.0,0.0,0.0,0.0
Jaki,954.0,beastspirates,,,Alive,,,,,,,,jaki,0.0,0.0,0.0,0.0
Jarul,866.0,giantwarriorpirates;elbaph,pirate;captain,grandline,Alive,2050.0,,F,,,elbaph,,jarul,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,1.0,0.0,1.0
Jean Ango,706.0,,bountyhunter;sniper,,Alive,,,,,,,,jeanango,0.0,0.0,0.0,0.0
Jean Bart,497.0,heartpirates;hisowncrew;ninja-pirate-mink-samuraialliance,pirate;captain;slave,,Unknown,,,,,,,,jeanbart,0.0,0.0,0.0,0.0
Jero,680.0,marines;g-5,marineofficer,,Alive,,,,,,g-5,,jero,0.0,0.0,0.0,0.0
Jerry,362.0,cp6,cipherpolagent,southblue,Alive,676.0,,XF,,,,,jerry,0.0,0.0,0.0,0.0
Jesus Burgess,222.0,blackbeardpirates,helmsman;titaniccaptain,grandline,Alive,355.0,,F,Strong-Strong Fruit,Paramecia,hachinosu,20000000.0,jesusburgess,0.0,1.0,1.0,0.0
Jet,704.0,ideopirates;strawhatgrandfleet,pirate;criminal;bountyhunter,,Alive,,,,,,,,jet,0.0,0.0,0.0,0.0
Jewelry Bonney,498.0,bonneypirates,piratecaptain;princess,redline,Alive,174.0,,F,Age-Age Fruit,Paramecia,southblue;egghead,140000000.0,jewelrybonney,0.0,0.0,0.0,0.0
Jibuemon,920.0,kouzukifamily,retainerofthekouzukifamily;samurai,,Alive,,,,,,wanocountry,,jibuemon,0.0,0.0,0.0,0.0
Jigoku-Benten,931.0,beastspirates;orochioniwabanshu;kurozumifamily,ninja;pirate,wanocountry,Alive,225.0,,X,,,flowercapital;wanocountry,,jigoku-benten,0.0,0.0,0.0,0.0
Jigoro,452.0,thrillerbarkpirates,generalzombie,westblue,Deceased,238.0,,S,,,,,jigoro,0.0,0.0,0.0,0.0
Jigra,860.0,underworld;organdealingassassinationgroup≠,organtrader,,Deceased,,,,,,,,jigra,0.0,0.0,0.0,0.0
Jinbe,528.0,strawhatpirates;strawhatgrandfleet;sunpirates;allyofthebigmompirates;sevenwarlordsofthesea;ryugukingdom;impeldown;ninja-pirate-mink-samuraialliance,pirate;helmsman;seniorofficer;captain;warlordofthesea;soldier;prisonerofthegreatprison,grandline,Alive,301.0,,F,,,fish-mandistrict,76000000.0,jinbe,0.0,1.0,1.0,0.0
Jiron,1082.0,revolutionaryarmy,northarmydeputycommander,,Alive,,,,,,baltigo;momoiroisland,,jiron,0.0,0.0,0.0,0.0
Jobo,232.0,,,,Alive,,,,,,mocktown,,jobo,0.0,0.0,0.0,0.0
Johanna,1135.0,walrusschool,student,,Alive,,,,,,elbaph,,johanna,0.0,0.0,0.0,0.0
John,450.0,rockspirates;thrillerbarkpirates,generalzombie;piratecaptain,,Deceased,,,,,,,,john,0.0,0.0,0.0,0.0
John Giant,96.0,marines,viceadmiral,grandline,Alive,,,,,,elbaph,,johngiant,0.0,0.0,0.0,0.0
Johnny,42.0,yosaku;roronoazoro'sband;,bountyhunter;fisherman,eastblue,Alive,186.0,,F,,,,,johnny,0.0,0.0,0.0,0.0
"Jolly, Gary",902.0,gallypirates,piratecaptain,,Alive,,,,,,,,"jolly,gary",0.0,0.0,0.0,0.0
Jormungandr,1142.0,,,,Unknown,,,,,,,,jormungandr,0.0,0.0,0.0,0.0
Jorul,866.0,giantwarriorpirates;elbaph,piratecaptain,grandline,Deceased,2150.0,,F,,,elbaph,,jorul,0.0,0.0,0.0,0.0
Joseph,705.0,cp0,cipherpolagent,,Alive,,,,,,,,joseph,0.0,0.0,0.0,0.0
Joshu Josh,1065.0,edison,assistant,,Alive,,,,,,egghead,,joshujosh,0.0,0.0,0.0,0.0
Joyboy,628.0,,pirate,greatkingdom,Deceased,,,,"Human-Human Fruit, Model: Nika",Mythical Zoan,,,joyboy,0.0,0.0,0.0,0.0
Jozu,234.0,whitebeardpirates,pirate;3rddivisioncommander,westblue,Alive,503.0,,X,Twinkle-Twinkle Fruit[7],Paramecia,,,jozu,0.0,1.0,1.0,0.0
Judi,499.0,marie,,grandline,Alive,,,,,,sabaodyarchipelago,,judi,0.0,0.0,0.0,0.0
Juki,977.0,beastspirates,,,Alive,,,,,,,,juki,0.0,0.0,0.0,0.0
Julius,578.0,allyofthewhitebeardpirates,pirate;captain,,Alive,,,,,,,,julius,0.0,0.0,0.0,0.0
Junan,611.0,criminal,cashier,grandline,Alive,,,,,,gyoverlyhills,,junan,0.0,0.0,0.0,0.0
Justy Tinbread,525.0,,,grandline,Alive,,,,,,,,justytinbread,0.0,0.0,0.0,0.0
Kadar,622.0,marines;g-2,marinerearadmiral,,Unknown,,,,,,g-2,,kadar,0.0,0.0,0.0,0.0
Kaido,795.0,beastspirates;rockspirates;fouremperors,governor-general;emperor;soldier;apprentice,grandline,Unknown,710.0,,F,"Fish-Fish Fruit, Model: Azure Dragon[16]Fish-Fish Fruit, Azure Dragon Model[17]",Mythical Zoan,wanocountry;vodkakingdom,70000000.0,kaido,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,1.0,1.0,1.0
Kairen,608.0,mermaidcafe,dancer,grandline,Alive,,,,,,mermaidcove,,kairen,0.0,0.0,0.0,0.0
Kairiken,498.0,sabaodyarchipelago,bountyhunter,,Alive,,,,,,,,kairiken,0.0,0.0,0.0,0.0
Kaku,323.0,cp0;cp9;galley-lacompany,cipherpolagent;shipwright,eastblue,Alive,193.0,,X,Ox-Ox Fruit Giraffe Model,Zoan,guanhao,,kaku,0.0,1.0,1.0,0.0
Kaku,927.0,kyoshirofamily,,,Alive,,,,,,,,kaku,0.0,1.0,1.0,0.0
Kakunoshin,926.0,kouzukifamily;ninja-pirate-mink-samuraialliance,samurai,,Alive,,,,,,wanocountry,,kakunoshin,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,1.0,0.0,0.0
KalgaraCalgaraKalgala,286.0,shandia,warrior,grandline,Deceased,222.0,,X,,,,,kalgaracalgarakalgala,0.0,0.0,0.0,0.0
Kalifa,323.0,cp0;cp9;galley-lacompany,cipherpolagent;secretary,grandline,Alive,185.0,,XF,Bubble-Bubble Fruit,Paramecia,,,kalifa,0.0,1.0,1.0,0.0
Kamakiri,249.0,shandia;god'sguards,shandiawarrior;god'sguard,skyislands,Alive,214.0,,F,,,,,kamakiri,0.0,0.0,0.0,0.0
Kamijiro,914.0,beastspirates,,,Alive,,,,,,,,kamijiro,0.0,0.0,0.0,0.0
Kandre,557.0,marines,marineofficer,,Alive,,,,,,,,kandre,0.0,0.0,0.0,0.0
Kaneshiro,72.0,arlongpirates;sunpirates,pirate;shipwright,grandline,Alive,,,,,,fish-mandistrict;arlongpark,,kaneshiro,0.0,0.0,0.0,0.0
Kappa,167.0,,shoeshiner,,Alive,,,,,,nanohana,,kappa,0.0,0.0,0.0,0.0
Karasu,593.0,revolutionaryarmy,northarmycommanderoftherevolutionaryarmy,northblue,Alive,265.0,,S,Soot-Soot Fruit,Logia,baltigo;momoiroisland,400000000.0,karasu,0.0,1.0,1.0,0.0
Karin,1134.0,walrusschool,student,,Alive,,,,,,elbaph,,karin,0.0,0.0,0.0,0.0
Karma,553.0,takotopuspirates;whitebeardpirates,piratecaptain,,Alive,,,,,,,,karma,0.0,0.0,0.0,0.0
Karoo,109.0,superspot-billedducktroops;nefertarivivi;strawhatpirates;baroqueworks,pet;royaltransport;captainofthesuperspot-billedducktroops;pirate,grandline,Alive,150.0,,F,,,arabastakingdom,,karoo,0.0,0.0,0.0,0.0
Kasa,594.0,raijinisland,,,Alive,,,,,,,,kasa,0.0,0.0,0.0,0.0
KasagonKasagoba,607.0,newfish-manpirates,pirate,grandline,Alive,,,,,,fish-mandistrict,,kasagonkasagoba,0.0,0.0,0.0,0.0
Kashigami,287.0,shandia,,,Deceased,,,,,,,,kashigami,0.0,0.0,0.0,0.0
Kashii,377.0,worldgovernment;giantwarriorpirates,pirate;gateguardian,grandline,Alive,1700.0,,X,,,elbaphenieslobbywater7,,kashii,0.0,0.0,0.0,0.0
Kato,854.0,charlottefamily;bigmompirates,pirateofficer;ministerofseeds,,Alive,,,,,,tanegaisland,,kato,0.0,0.0,0.0,0.0
Katsuzo,960.0,,yakuza,,Deceased,,,,,,,,katsuzo,0.0,0.0,0.0,0.0
Kawamatsu,920.0,kouzukifamily;nineredscabbards;ninja-pirate-mink-samuraialliance,retainerofthekouzukifamily;samurai;sumowrestler;highwayrobber,grandline,Alive,271.0,,F,,,wanocountry,,kawamatsu,0.0,1.0,1.0,0.0
Kaya,23.0,,medicalstudent,eastblue,Alive,169.0,,F,,,syrupvillage,,kaya,0.0,0.0,0.0,0.0
Kazekage,931.0,beastspirates;orochioniwabanshu,ninja;pirate,wanocountry,Alive,192.0,,F,,,flowercapital;wanocountry,,kazekage,0.0,0.0,0.0,0.0
Kazenbo,1030.0,kurozumifamily,,,Deceased,,,,,,,,kazenbo,0.0,0.0,0.0,0.0
Kebi,164.0,sand-sandclan;rebelarmy,rebel,,Alive,,,,,,arabastakingdom,,kebi,0.0,0.0,0.0,0.0
Kechatch,553.0,whitebeardpirates,pirate;captain,,Alive,,,,,,,,kechatch,0.0,0.0,0.0,0.0
Kelly Funk,704.0,mogarokingdom,assassin,grandline,Alive,168.0,,X,Jacket-Jacket Fruit,Paramecia,,57000000.0,kellyfunk,0.0,0.0,0.0,0.0
Keygan,64.0,kriegpirates,pirate;locksmith,eastblue,Alive,,,,,,,,keygan,0.0,0.0,0.0,0.0
Kibagaeru,306.0,foxypirates;fangedtoadpirates,pirate;captain,,Alive,,,,,,,,kibagaeru,0.0,0.0,0.0,0.0
Kibin,594.0,marines,marinecommodore,,Alive,,,,,,,,kibin,0.0,0.0,0.0,0.0
Kicking Claw Force,196.0,arabastakingdom,guards,,Deceased,,,,,,,,kickingclawforce,0.0,0.0,0.0,0.0
Kicking Claw Force,196.0,arabastakingdom,guards,,Deceased,,,,,,,,kickingclawforce,0.0,0.0,0.0,0.0
Kicking Claw Force,196.0,arabastakingdom,guards,,Deceased,,,,,,,,kickingclawforce,0.0,0.0,0.0,0.0
Kicking Claw Force,196.0,arabastakingdom,guards,,Deceased,,,,,,,,kickingclawforce,0.0,0.0,0.0,0.0
Kiev,325.0,frankyfamily;galley-lacompany,dismantler;bountyhunter,,Alive,,,,,,water7,,kiev,0.0,0.0,0.0,0.0
Kiku,515.0,kuja,warrior,,Alive,,,,,,amazonlily,,kiku,0.0,0.0,0.0,0.0
Kikunojo,913.0,kouzukifamily;nineredscabbards;ninja-pirate-mink-samuraialliance,samurai;retainerofthekouzukifamily;teahousepostergirl,grandline,Alive,287.0,,XF,,,wanocountry‡;kuri),,kikunojo,0.0,1.0,1.0,0.0
Kikyo,514.0,kuja,warrior,calmbelt,Alive,,,,,,amazonlily,,kikyo,0.0,0.0,0.0,0.0
Killer,498.0,kidpirates;kurozumiorochi;ninja-pirate-mink-samuraialliance,pirate;combatant;assassin,southblue,Unknown,195.0,,X,,,,162000000.0,killer,0.0,1.0,1.0,0.0
Kimel,552.0,spadepirates,pirate,,Alive,,,,,,,,kimel,0.0,0.0,0.0,0.0
Kin'emon,656.0,kouzukifamily;ninja-pirate-mink-samuraialliance;nineredscabbards,samurai;retainerofthekouzukifamily;leaderofthenineredscabbards;thief,grandline,Alive,295.0,,X,Garb-Garb Jutsu,Paramecia,wanocountry,,kin'emon,0.0,1.0,1.0,0.0
Kinderella,261.0,evilblackdrumkingdom,missuniverse;queen,,Alive,,,,,,,,kinderella,0.0,0.0,0.0,0.0
King,920.0,beastspirates,all-star,grandline,Alive,613.0,,S,"Dragon-Dragon Fruit, Model: Pteranodon",Ancient Zoan,wanocountry,1390000000.0,king,0.0,1.0,1.0,0.0
Kinga,570.0,whitebeardpirates,piratecaptain,,Alive,,,,,,,,kinga,0.0,0.0,0.0,0.0
Kingbaum,836.0,bigmompirates;charlottefamily,masteroftheseducingwoods,grandline,Unknown,2340.0,,,,,wholecakeisland,,kingbaum,0.0,0.0,0.0,0.0
Kingdew,562.0,whitebeardpirates,11thdivisioncommander;pirate,grandline,Alive,,,,,,,,kingdew,0.0,0.0,0.0,0.0
Kirintauros,658.0,caesarclown;centaurpatrolunit,,,Alive,,,,,,,,kirintauros,0.0,0.0,0.0,0.0
Kisegawa,929.0,,geisha,,Alive,,,,,,wanocountry,,kisegawa,0.0,0.0,0.0,0.0
Kitton,523.0,,,,Alive,,,,,,,,kitton,0.0,0.0,0.0,0.0
Koala,622.0,revolutionaryarmy;sunpirates;slavery,revolutionaryarmyofficer;assistantfish-mankarateinstructor;slave,,Alive,160.0,,F,,,baltigo;foolshoutisland;marygeoise;momoiroisland,,koala,0.0,0.0,0.0,0.0
Kobei,929.0,,landlord,,Alive,,,,,,wanocountry,,kobei,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,1.0,1.0,0.0
"Koby ,Coby",2.0,marines;marine153rdbranch;alvidapirates,marinecaptain;masterchiefpettyofficer;choreboy;pirateshipcaretaker,eastblue,Alive,167.0,,F,,,shellstown;goatisland,,"koby,coby",0.0,0.0,0.0,0.0
Koda,285.0,marines;g-2,chef,,Alive,,,,,,g-2,,koda,0.0,0.0,0.0,0.0
Kokoro,322.0,tom'sworkers,"stationmaster;""lovely""secretaryoftom",grandline,Alive,168.0,,S,,,water7;fish-manisland,,kokoro,0.0,0.0,0.0,0.0
Komachiyo,910.0,kurozumitama;ninja-pirate-mink-samuraialliance,,,Alive,,,,,,amigasavillage;kuri;wanocountry,,komachiyo,0.0,0.0,0.0,0.0
Komakkov,,marines,cook,,Alive,,,,,,,,komakkov,0.0,0.0,0.0,0.0
Kombu,657.0,,,,Alive,,,,,,,,kombu,0.0,0.0,0.0,0.0
Komille Comille,289.0,marines;g-2,viceadmiral;basecommanderofg-2,,Alive,,,,,,g-2,,komillecomille,0.0,0.0,0.0,0.0
Kong,0.0,worldgovernment;marines,commander-in-chief;fleetadmiral,,Alive,,,,,,marygeoise;marineheadquarters,,kong,0.0,0.0,0.0,0.0
Kopp,325.0,frankyfamily,dismantler;bountyhunter,,Alive,,,,,,water7,,kopp,0.0,0.0,0.0,0.0
Kotatsu,552.0,spadepirates,pirate,,Alive,,,,,,,,kotatsu,0.0,0.0,0.0,0.0
Kotetsu,912.0,,swordsmith,,Deceased,,,,,,,,kotetsu,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,1.0,0.0,0.0
Koyama,960.0,kouzukifamily,retainer,,Unknown,,,,,,wanocountry,,koyama,0.0,0.0,0.0,0.0
Koza,163.0,arabastakingdom;sand-sandclan;rebelarmy,environmentalminister;rebelarmyleader;sand-sandclanleader;,grandline,Alive,177.0,,X,,,yuba;arabasta;katorea;arabasta,,koza,0.0,0.0,0.0,0.0
KozePacky,96.0,yespirates,pirates,eastblue,Alive,,,,,,,,kozepacky,0.0,0.0,0.0,0.0
KozePacky,96.0,yespirates,pirates,eastblue,Alive,,,,,,,,kozepacky,0.0,0.0,0.0,0.0
Kozuki Hiyori,909.0,kouzukifamily;ninja-pirate-mink-samuraialliance,oiran,grandline,Alive,170.0,,XF,,,wanocountry,,kozukihiyori,0.0,0.0,0.0,0.0
Kozuki Momonosuke,684.0,kouzukifamily;ninja-pirate-mink-samuraialliance,shogun,grandline,Alive,110.0,,X,"Fish-Fish Fruit, Model: Azure Dragon[9]Fish-Fish Fruit, Azure Dragon Model[10]",ArtificialMythical Zoan,wanocountry,,kozukimomonosuke,0.0,1.0,0.0,0.0
Kozuki Oden,920.0,kouzukifamily;rogerpirates;whitebeardpirates,samurai;daimyo;pirate;2nddivisioncommander,grandline,Deceased,382.0,,F,,,wanocountry;,,kozukioden,0.0,1.0,1.0,1.0
Kozuki Sukiyaki,911.0,kouzukifamily;ninja-pirate-mink-samuraialliance,swordsmith;shogun,,Alive,214.0,,F,,,wanocountry,,kozukisukiyaki,0.0,0.0,0.0,0.0
Kozuki Toki,919.0,kouzukifamily;amatsukifamily;whitebeardpirates;rogerpirates,,,Deceased,190.0,,X,Time-Time Ability,Paramecia,wanocountry,,kozukitoki,0.0,0.0,0.0,0.0
Krieg,45.0,kriegpirates,piratecaptain/admiral,eastblue,Alive,243.0,,XF,,,,17000000.0,krieg,0.0,0.0,0.0,0.0
Kujaku,966.0,marines;,rearadmiral,northblue,Alive,180.0,,X,Whip-Whip Fruit,Paramecia,g-14,,kujaku,0.0,0.0,0.0,0.0
Kukai,552.0,spadepirates,samurai;pirate,,Alive,,,,,,,,kukai,0.0,0.0,0.0,0.0
Kuma-A,,,pet,,Unknown,,,,,,,,kuma-a,0.0,0.0,0.0,0.0
Kumacy,449.0,thrillerbarkpirates,perona'sservant;wildzombiecommander-in-chief,,Deceased,,,,,,,,kumacy,0.0,0.0,0.0,0.0
Kumadori,375.0,cp0;cp9,cipherpolagent,southblue,Alive,338.0,,XF,,,,,kumadori,0.0,1.0,1.0,0.0
Kumadori Yamanbako,,kumadori,assassin,,Alive,,,,,,,,kumadoriyamanbako,0.0,0.0,0.0,0.0
Kumagoro,929.0,,,,Alive,,,,,,wanocountry,,kumagoro,0.0,0.0,0.0,0.0
Kuni,927.0,kyoshirofamily,,,Alive,,,,,,wanocountry,,kuni,0.0,0.0,0.0,0.0
Kunyun,1020.0,beastspirates,,punkhazard,Alive,,,,,,onigashima,,kunyun,0.0,0.0,0.0,0.0
Kureha,134.0,sakurakingdom;isshi-100,head-doctorofthesakurakingdom;leaderoftheisshi-100,grandline,Alive,188.0,,S,,,drumisland,,kureha,0.0,0.0,0.0,0.0
Kuro,23.0,blackcatpirates,piratecaptain;butler,eastblue,Alive,207.0,,X,,,syrupvillage,16000000.0,kuro,0.0,0.0,0.0,0.0
Kurokoma,960.0,kurokomafamily‎,,,Unknown,,,,,,flowercapital;wanocountry,,kurokoma,0.0,0.0,0.0,0.0
Kuromarimo,131.0,blikingpirates;drumkingdom,magistrate;pirate,grandline,Alive,186.0,,F,,,,,kuromarimo,0.0,0.0,0.0,0.0
Kuroobi,69.0,arlongpirates;sunpirates,pirateofficer,grandline,Alive,252.0,,S,,,fish-mandistrict;arlongpark,9000000.0,kuroobi,0.0,0.0,0.0,0.0
Kurozumi Higurashi,965.0,wanocountry,,grandline,Deceased,193.0,,F,Clone-Clone Fruit,Paramecia,wanocountry,,kurozumihigurashi,0.0,0.0,0.0,0.0
Kurozumi Kanjuro,700.0,kurozumifamily;kouzukifamily;nineredscabbards;ninja-pirate-mink-samuraialliance;beastspirates,theatreperformer;spyofthekurozumifamily;samurai;retainerofthekouzukifamily,,Deceased,347.0,,X,Brush-Brush Fruit[11],Paramecia,wanocountrywanocountry,,kurozumikanjuro,0.0,1.0,1.0,0.0
Kurozumi Orochi,927.0,wanocountry;beastspirates,shogunofwanocountry,grandline,Deceased,350.0,,XF,"Snake-Snake Fruit, Model: Eight Headed Serpent",Mythical Zoan,wanocountry,,kurozumiorochi,0.0,0.0,0.0,0.0
Kurozumi Semimaru,965.0,wanocountry,biwahōshi,grandline,Deceased,227.0,,F,Barrier-Barrier Fruit,Paramecia,wanocountry,,kurozumisemimaru,0.0,0.0,0.0,0.0
Kurozumi Tama,911.0,kurozumifamily;ninja-pirate-mink-samuraialliance,kunoichiintraining;kasaweaver,,Alive,108.0,,F,Millet-Millet Fruit[5],Paramecia,amigasavillage;kuri;wanocountry,,kurozumitama,0.0,0.0,0.0,0.0
Kuween,755.0,donquixotepirates,pirate;smilefactorymanager,,Alive,,,,,,,,kuween,0.0,0.0,0.0,0.0
Kuzan,303.0,blackbeardpirates;marines,pirate;titaniccaptain;admiral;viceadmiral,southblue,Alive,298.0,,F,Ice-Ice Fruit,Logia,hachinosu,,kuzan,0.0,1.0,1.0,0.0
Kyros,702.0,corridacolosseum;rikuroyalarmy,gladiator;rikuroyalarmycaptain,grandline,Alive,298.0,,S,,,,,kyros,0.0,0.0,0.0,0.0
Kyuji,302.0,marines;g-2,chef,,Alive,,,,,,g-2,,kyuji,0.0,0.0,0.0,0.0
Laboon,102.0,rumbarpirates;crocus,,westblue,Alive,400.0,,F,,,reversemountain,,laboon,0.0,0.0,0.0,0.0
Lacroix,550.0,marines;giantsquad,viceadmiral,,Alive,,,,,,,,lacroix,0.0,0.0,0.0,0.0
Lacuba,501.0,,pirate;captain;slave,grandline,Alive,,,,,,,,lacuba,0.0,0.0,0.0,0.0
Lady Tree,873.0,,,,Alive,,,,,,,,ladytree,0.0,0.0,0.0,0.0
Lafitte,234.0,blackbeardpirates,pirate;navigator;sheriff;titaniccaptain;chiefofstaff,westblue,Alive,340.0,,X,,,hachinosu,42200000.0,lafitte,0.0,0.0,0.0,0.0
Langram,966.0,rogerpirates,pirate,,Unknown,,,,,,,,langram,0.0,0.0,0.0,0.0
Lao G,682.0,donquixotepirates,pirateofficer,northblue,Alive,157.0,,F,,,spidermiles;dressrosa,61000000.0,laog,0.0,0.0,0.0,0.0
Lasky,392.0,cp9,cipherpolagent,,Unknown,,,,,,,,lasky,0.0,0.0,0.0,0.0
Lassoo,160.0,newspiderscafe;baroqueworks,cafemascot;pet,,Alive,,,,"Mutt-Mutt Fruit, Dachshund Type",Zoan,,,lassoo,0.0,0.0,0.0,0.0
Lemoncheese,906.0,levely,queen,,Alive,,,,,,bestlandkingdom,,lemoncheese,0.0,0.0,0.0,0.0
Leo,710.0,tontattakingdom;strawhatgrandfleet,captainofthefifthshipofthestrawhatgrandfleet;captainofthetontattapirates;,grandline,Alive,23.0,,S,Stitch-Stitch Power,Paramecia,,,leo,0.0,0.0,0.0,0.0
Leonero,552.0,spadepirates,pirate,,Alive,,,,,,,,leonero,0.0,0.0,0.0,0.0
Lilith,1061.0,marines,,grandline,Alive,204.0,,S,,,egghead,,lilith,0.0,0.0,0.0,0.0
Lily,223.0,bellamypirates,,,Unknown,,,,,,,,lily,0.0,0.0,0.0,0.0
Lime Juice,1.0,redhairpirates,pirate;seniorofficer,,Alive,,,,,,,,limejuice,0.0,0.0,0.0,0.0
Linaria,1079.0,nightbutterflypirates;redhairpirates,piratecaptain,,Alive,,,,,,,,linaria,0.0,0.0,0.0,0.0
Lindbergh,904.0,revolutionaryarmy,southarmycommanderoftherevolutionaryarmy,,Alive,149.0,,F,,,baltigo;momoiroisland,316000000.0,lindbergh,0.0,1.0,1.0,0.0
Lines,44.0,,marineseamanfirstclass,eastblue,Alive,,,,,,,100000.0,lines,0.0,0.0,0.0,0.0
Lint,391.0,oharaarchaeologists,archaeologist,,Deceased,,,,,,,,lint,0.0,0.0,0.0,0.0
Lip Doughty,600.0,fakestrawhatcrew;hisowncrew,pirate;captain,,Alive,,,,,,,88000000.0,lipdoughty,0.0,0.0,0.0,0.0
Little Oars Jr.,554.0,littlepirates;subordinateofthewhitebeardpirates,pirate;captain,grandline,Unknown,60.0,,F,,,,550000000.0,littleoarsjr.,0.0,0.0,0.0,0.0
Logbook,,,,,,,,,,,,,logbook,0.0,0.0,0.0,0.0
Loki,1130.0,,prince,grandline,Alive,,,,,,,2600000000.0,loki,0.0,0.0,0.0,0.0
Loki Clownin,536.0,,impeldownguard,,Alive,,,,,,,,lokiclownin,0.0,0.0,0.0,0.0
Lola,451.0,thrillerbarkpirates,generalzombie,,Deceased,,,,,,,,lola,0.0,0.0,0.0,0.0
Lonz,550.0,marines;giantsquad,viceadmiral,,Alive,,,,,,,,lonz,0.0,0.0,0.0,0.0
Louis Arnote,115.0,,explorer,grandline,Unknown,,,,,,,,louisarnote,0.0,0.0,0.0,0.0
Lowwing,967.0,rogerpirates,pirate,,Unknown,,,,,,,,lowwing,0.0,0.0,0.0,0.0
Lucky Roux,1.0,redhairpirates,pirate;seniorofficer;cook,southblue,Alive,241.0,,F,,,,,luckyroux,0.0,0.0,1.0,0.0
Lulis,608.0,mermaidcafe,dancer,grandline,Alive,,,,,,mermaidcove,,lulis,0.0,0.0,0.0,0.0
Lun,679.0,caesarclown,pirate,,Alive,,,,,,,,lun,0.0,0.0,0.0,0.0
