name,apparition,affiliations,occupations,origin,status,height,weight,bloodtype,fruit.name,devilfruit.type,residence,bounty,has_D,key,haki.observation,haki.armament,haki.conqueror
Huck,391.0,oharaarchaeologists,archaeologist,,Deceased,,,,,,,,0.0,huck,0.0,0.0,0.0
Humphrey,598.0,sabaodyarchipelago,bartender,,Alive,,,,,,,,0.0,humphrey,0.0,0.0,0.0
Hustle,60.0,kriegpirates,pirate;combatinstructor,eastblue,Alive,,,,,,,,0.0,hustle,0.0,0.0,0.0
Hyogoro,926.0,hyougorofamily;ninja-pirate-mink-samuraialliance,prisoner;yakuzaboss;samurai,,Alive,100.0,,S,,,flowercapital;udon;wanocountry,,0.0,hyogoro,1.0,1.0,0.0
Hyoutauros,658.0,caesarclown;centaurpatrolunit,,,Alive,,,,,,,,0.0,hyoutauros,0.0,0.0,0.0
Hyouzou,607.0,newfish-manpirates,mercenary;pirate;assassin;pirateofficer;swordsman,grandline,Alive,327.0,,X,,,ryugukingdom,,0.0,hyouzou,0.0,0.0,0.0
Iceberg,323.0,galley-lacompany;water7;tom'sworkers,presidentofthegalley-lacompany;mayorofwater7,grandline,Alive,199.0,,X,,,water7,,0.0,iceberg,0.0,0.0,0.0
"Ichika, Nika, Sanka, Yonka, Yonka Two",608.0,neutral,,grandline,Alive,,,,,,mermaidcove,,0.0,"ichika,nika,sanka,yonka,yonkatwo",0.0,0.0,0.0
"Ichika, Nika, Sanka, Yonka, Yonka Two",608.0,neutral,,grandline,Alive,,,,,,mermaidcove,,0.0,"ichika,nika,sanka,yonka,yonkatwo",0.0,0.0,0.0
"Ichika, Nika, Sanka, Yonka, Yonka Two",608.0,neutral,,grandline,Alive,,,,,,mermaidcove,,0.0,"ichika,nika,sanka,yonka,yonkatwo",0.0,0.0,0.0
"Ichika, Nika, Sanka, Yonka, Yonka Two",608.0,neutral,,grandline,Alive,,,,,,mermaidcove,,0.0,"ichika,nika,sanka,yonka,yonkatwo",0.0,0.0,0.0
"Ichika, Nika, Sanka, Yonka, Yonka Two",608.0,neutral,,grandline,Alive,,,,,,mermaidcove,,0.0,"ichika,nika,sanka,yonka,yonkatwo",0.0,0.0,0.0
Ideaman,55.0,kriegpirates,pirate;staffofficerofplanning,eastblue,Alive,,,,,,,,0.0,ideaman,0.0,0.0,0.0
Ideo,706.0,ideopirates;strawhatgrandfleet,captainofthefourthshipofthestrawhatgrandfleet;pirate;captain;boxer,grandline,Alive,225.0,,X,,,,,0.0,ideo,0.0,0.0,0.0
Igaram,106.0,arabasta;baroqueworks,captainoftheroyalguard;frontieragent;bountyhunter;mayorofwhiskypeak,grandline,Alive,218.0,,X,,,,,0.0,igaram,0.0,0.0,0.0
Ikaros Much,611.0,newfish-manpirates,pirate;pirateofficer,grandline,Alive,499.0,,XF,,,fish-mandistrict,,0.0,ikarosmuch,0.0,0.0,0.0
Ikkaku,810.0,heartpirates;ninja-pirate-mink-samuraialliance,pirate,,Unknown,,,,,,,,0.0,ikkaku,0.0,0.0,0.0
Imu,906.0,worldgovernment,supremeruleroftheworldgovernment,,Alive,,,,,,marygeoise,,0.0,imu,0.0,0.0,0.0
Inazuma,536.0,kamabakkakingdom;newkamaland;revolutionaryarmy;impeldown,revolutionary;prisonerofthegreatprison,southblue,Alive,228.0,,F,Snip-Snip Fruit,Paramecia,baltigo;momoiroisland,100000000.0,0.0,inazuma,0.0,0.0,0.0
Inbi,954.0,beastspirates,,,Alive,,,,,,,,0.0,inbi,0.0,0.0,0.0
Indigo,0.0,goldenlionpirates,pirate;scientist,,Alive,,,,,,merveille,,0.0,indigo,0.0,0.0,0.0
Inhel,718.0,tontattakingdomscoutingunit;tontattapirates;strawhatgrandfleet,scout;pirate,,Alive,,,,,,,,0.0,inhel,0.0,0.0,0.0
,,,,,,,,,,,,,,,1.0,1.0,0.0
Ippon Ume,97.0,loguetownarmsshop,armsshopproprietress,eastblue,Alive,,,,,,loguetown,,0.0,ipponume,0.0,0.0,0.0
Isa,256.0,shandia,,,Alive,,,,,,,,0.0,isa,0.0,0.0,0.0
Iscat,1127.0,,,,Alive,,,,,,landofgods,,0.0,iscat,0.0,0.0,0.0
Ishilly ;Ishily,608.0,mermaidcafé,dancer,grandline,Alive,,,,,,mermaidcove,,0.0,ishilly;ishily,0.0,0.0,0.0
Island Eater,128.0,,,grandline,Deceased,715.0,120.0,,,,,,0.0,islandeater,0.0,0.0,0.0
Islewan,553.0,whitebeardpirates,pirate;captain,,Alive,,,,,,,,0.0,islewan,0.0,0.0,0.0
Issho,701.0,marines,admiral;guardcaptain;bodyguard,grandline,Alive,270.0,,S,Press-Press Fruit[8],Paramecia,aoikingdomsojaisland,,0.0,issho,1.0,1.0,0.0
Isuka,,,marineensign,,Alive,,,,,,,1000000.0,0.0,isuka,0.0,0.0,0.0
Itomimizu,306.0,foxypirates,pirate;announcer,,Alive,,,,,,,,0.0,itomimizu,0.0,0.0,0.0
Izo,553.0,whitebeardpirates;kouzukifamily;ninja-pirate-mink-samuraialliance,16thdivisioncommander;samurai;retainerofthekouzukifamily,grandline,Deceased,192.0,,X,,,wanocountry,510000000.0,0.0,izo,0.0,0.0,0.0
,,,,,,,,,,,,,,,1.0,1.0,0.0
Jabra,375.0,cp0;cp9,cipherpolagent,northblue,Alive,212.0,,S,Mutt-Mutt Fruit Wolf Model,Zoan,guanhao,,0.0,jabra,1.0,1.0,0.0
Jack,801.0,beastspirates,all-star;captainofthemammoth;defactorulerofkuri,grandline,Alive,830.0,,F,"Elephant-Elephant Fruit, Ancient Zoan Model: Mammoth , Eleph-Eleph Fruit Ancient Zoan Model Mammoth[8]",Ancient Zoan,wanocountry,1000000000.0,0.0,jack,1.0,1.0,0.0
Jackson Burner,967.0,rogerpirates,pirate,,Unknown,,,,,,,,0.0,jacksonburner,0.0,0.0,0.0
Jagger,1039.0,kidpirates,pirate,,Unknown,,,,,,,,0.0,jagger,0.0,0.0,0.0
Jaguar D. Saul,392.0,walrusschool;marines,historyteacherviceadmiral,southblue,Alive,1950.0,,F,,,elbaph,,1.0,jaguard.saul,0.0,0.0,0.0
Jaki,954.0,beastspirates,,,Alive,,,,,,,,0.0,jaki,0.0,0.0,0.0
Jarul,866.0,giantwarriorpirates;elbaph,pirate;captain,grandline,Alive,2050.0,,F,,,elbaph,,0.0,jarul,0.0,0.0,0.0
,,,,,,,,,,,,,,,1.0,0.0,1.0
Jean Ango,706.0,,bountyhunter;sniper,,Alive,,,,,,,,0.0,jeanango,0.0,0.0,0.0
Jean Bart,497.0,heartpirates;hisowncrew;ninja-pirate-mink-samuraialliance,pirate;captain;slave,,Unknown,,,,,,,,0.0,jeanbart,0.0,0.0,0.0
Jero,680.0,marines;g-5,marineofficer,,Alive,,,,,,g-5,,0.0,jero,0.0,0.0,0.0
Jerry,362.0,cp6,cipherpolagent,southblue,Alive,676.0,,XF,,,,,0.0,jerry,0.0,0.0,0.0
,,,,,,,,,,,,,,,1.0,1.0,0.0
Jesus Burgess ;G. Zass Burgess,222.0,blackbeardpirates,helmsman;titaniccaptain,grandline,Alive,355.0,,F,Strong-Strong Fruit,Paramecia,hachinosu,20000000.0,0.0,jesusburgess;g.zassburgess,0.0,0.0,0.0
Jet; Jeet,704.0,ideopirates;strawhatgrandfleet,pirate;criminal;bountyhunter,,Alive,,,,,,,,0.0,jet;jeet,0.0,0.0,0.0
Jewelry Bonney,498.0,bonneypirates,piratecaptain;princess,redline,Alive,174.0,,F,Age-Age Fruit,Paramecia,southblue;egghead,140000000.0,0.0,jewelrybonney,0.0,0.0,0.0
Jibuemon,920.0,kouzukifamily,retainerofthekouzukifamily;samurai,,Alive,,,,,,wanocountry,,0.0,jibuemon,0.0,0.0,0.0
Jigoku-Benten,931.0,beastspirates;orochioniwabanshu;kurozumifamily,ninja;pirate,wanocountry,Alive,225.0,,X,,,flowercapital;wanocountry,,0.0,jigoku-benten,0.0,0.0,0.0
Jigoro,452.0,thrillerbarkpirates,generalzombie,westblue,Deceased,238.0,,S,,,,,0.0,jigoro,0.0,0.0,0.0
Jigra,860.0,underworld;organdealingassassinationgroup≠,organtrader,,Deceased,,,,,,,,0.0,jigra,0.0,0.0,0.0
,,,,,,,,,,,,,,,1.0,1.0,0.0
Jinbe ;Jimbei,528.0,strawhatpirates;strawhatgrandfleet;sunpirates;allyofthebigmompirates;sevenwarlordsofthesea;ryugukingdom;impeldown;ninja-pirate-mink-samuraialliance,pirate;helmsman;seniorofficer;captain;warlordofthesea;soldier;prisonerofthegreatprison,grandline,Alive,301.0,,F,,,fish-mandistrict,76000000.0,0.0,jinbe;jimbei,0.0,0.0,0.0
Jiron,1082.0,revolutionaryarmy,northarmydeputycommander,,Alive,,,,,,baltigo;momoiroisland,,0.0,jiron,0.0,0.0,0.0
Jobo,232.0,,,,Alive,,,,,,mocktown,,0.0,jobo,0.0,0.0,0.0
Johanna,1135.0,walrusschool,student,,Alive,,,,,,elbaph,,0.0,johanna,0.0,0.0,0.0
John,450.0,rockspirates;thrillerbarkpirates,generalzombie;piratecaptain,,Deceased,,,,,,,,0.0,john,0.0,0.0,0.0
John Giant,96.0,marines,viceadmiral,grandline,Alive,,,,,,elbaph,,0.0,johngiant,0.0,0.0,0.0
Johnny,42.0,yosaku;roronoazoro'sband;,bountyhunter;fisherman,eastblue,Alive,186.0,,F,,,,,0.0,johnny,0.0,0.0,0.0
"Jolly, Gary ;Gally",902.0,gallypirates,piratecaptain,,Alive,,,,,,,,0.0,"jolly,gary;gally",0.0,0.0,0.0
Jormungandr,1142.0,,,,Unknown,,,,,,,,0.0,jormungandr,0.0,0.0,0.0
Jorul,866.0,giantwarriorpirates;elbaph,piratecaptain,grandline,Deceased,2150.0,,F,,,elbaph,,0.0,jorul,0.0,0.0,0.0
Joseph,705.0,cp0,cipherpolagent,,Alive,,,,,,,,0.0,joseph,0.0,0.0,0.0
Joshu Josh,1065.0,edison,assistant,,Alive,,,,,,egghead,,0.0,joshujosh,0.0,0.0,0.0
Joyboy ;Joy Boy,628.0,,pirate,greatkingdom,Deceased,,,,"Human-Human Fruit, Model: Nika",Mythical Zoan,,,0.0,joyboy;joyboy,0.0,0.0,0.0
Jozu,234.0,whitebeardpirates,pirate;3rddivisioncommander,westblue,Alive,503.0,,X,Twinkle-Twinkle Fruit[7],Paramecia,,,0.0,jozu,1.0,1.0,0.0
Judi,499.0,marie,,grandline,Alive,,,,,,sabaodyarchipelago,,0.0,judi,0.0,0.0,0.0
Juki,977.0,beastspirates,,,Alive,,,,,,,,0.0,juki,0.0,0.0,0.0
Julius,578.0,allyofthewhitebeardpirates,pirate;captain,,Alive,,,,,,,,0.0,julius,0.0,0.0,0.0
Junan,611.0,criminal,cashier,grandline,Alive,,,,,,gyoverlyhills,,0.0,junan,0.0,0.0,0.0
Justy Tinbread,525.0,,,grandline,Alive,,,,,,,,0.0,justytinbread,0.0,0.0,0.0
Kadar,622.0,marines;g-2,marinerearadmiral,,Unknown,,,,,,g-2,,0.0,kadar,0.0,0.0,0.0
Kaido,795.0,beastspirates;rockspirates;fouremperors,governor-general;emperor;soldier;apprentice,grandline,Unknown,710.0,,F,"Fish-Fish Fruit, Model: Azure Dragon[16]Fish-Fish Fruit, Azure Dragon Model[17]",Mythical Zoan,wanocountry;vodkakingdom,70000000.0,0.0,kaido,0.0,0.0,0.0
,,,,,,,,,,,,,,,1.0,1.0,1.0
Kairen,608.0,mermaidcafe,dancer,grandline,Alive,,,,,,mermaidcove,,0.0,kairen,0.0,0.0,0.0
Kairiken,498.0,sabaodyarchipelago,bountyhunter,,Alive,,,,,,,,0.0,kairiken,0.0,0.0,0.0
Kaku,323.0,cp0;cp9;galley-lacompany,cipherpolagent;shipwright,eastblue,Alive,193.0,,X,Ox-Ox Fruit Giraffe Model,Zoan,guanhao,,0.0,kaku,1.0,1.0,0.0
Kaku,927.0,kyoshirofamily,,,Alive,,,,,,,,0.0,kaku,1.0,1.0,0.0
Kakunoshin,926.0,kouzukifamily;ninja-pirate-mink-samuraialliance,samurai,,Alive,,,,,,wanocountry,,0.0,kakunoshin,0.0,0.0,0.0
,,,,,,,,,,,,,,,1.0,0.0,0.0
KalgaraCalgaraKalgala,286.0,shandia,warrior,grandline,Deceased,222.0,,X,,,,,0.0,kalgaracalgarakalgala,0.0,0.0,0.0
Kalifa,323.0,cp0;cp9;galley-lacompany,cipherpolagent;secretary,grandline,Alive,185.0,,XF,Bubble-Bubble Fruit,Paramecia,,,0.0,kalifa,1.0,1.0,0.0
Kamakiri,249.0,shandia;god'sguards,shandiawarrior;god'sguard,skyislands,Alive,214.0,,F,,,,,0.0,kamakiri,0.0,0.0,0.0
Kamijiro,914.0,beastspirates,,,Alive,,,,,,,,0.0,kamijiro,0.0,0.0,0.0
Kandre,557.0,marines,marineofficer,,Alive,,,,,,,,0.0,kandre,0.0,0.0,0.0
Kaneshiro,72.0,arlongpirates;sunpirates,pirate;shipwright,grandline,Alive,,,,,,fish-mandistrict;arlongpark,,0.0,kaneshiro,0.0,0.0,0.0
Kappa,167.0,,shoeshiner,,Alive,,,,,,ohana,,0.0,kappa,0.0,0.0,0.0
Karasu,593.0,revolutionaryarmy,northarmycommanderoftherevolutionaryarmy,northblue,Alive,265.0,,S,Soot-Soot Fruit,Logia,baltigo;momoiroisland,400000000.0,0.0,karasu,1.0,1.0,0.0
Karin,1134.0,walrusschool,student,,Alive,,,,,,elbaph,,0.0,karin,0.0,0.0,0.0
Karma,553.0,takotopuspirates;whitebeardpirates,piratecaptain,,Alive,,,,,,,,0.0,karma,0.0,0.0,0.0
Karoo ;Kalu,109.0,superspot-billedducktroops;nefertarivivi;strawhatpirates;baroqueworks,pet;royaltransport;captainofthesuperspot-billedducktroops;pirate,grandline,Alive,150.0,,F,,,arabastakingdom,,0.0,karoo;kalu,0.0,0.0,0.0
Kasa,594.0,raijinisland,,,Alive,,,,,,,,0.0,kasa,0.0,0.0,0.0
KasagonKasagoba,607.0,newfish-manpirates,pirate,grandline,Alive,,,,,,fish-mandistrict,,0.0,kasagonkasagoba,0.0,0.0,0.0
Kashigami,287.0,shandia,,,Deceased,,,,,,,,0.0,kashigami,0.0,0.0,0.0
Kashii,377.0,worldgovernment;giantwarriorpirates,pirate;gateguardian,grandline,Alive,1700.0,,X,,,elbaphenieslobbywater7,,0.0,kashii,0.0,0.0,0.0
Kato ;Fructose ;Charlotte Kato,854.0,charlottefamily;bigmompirates,pirateofficer;ministerofseeds,,Alive,,,,,,tanegaisland,,0.0,kato;fructose;charlottekato,0.0,0.0,0.0
Katsuzo,960.0,,yakuza,,Deceased,,,,,,,,0.0,katsuzo,0.0,0.0,0.0
Kawamatsu,920.0,kouzukifamily;nineredscabbards;ninja-pirate-mink-samuraialliance,retainerofthekouzukifamily;samurai;sumowrestler;highwayrobber,grandline,Alive,271.0,,F,,,wanocountry,,0.0,kawamatsu,1.0,1.0,0.0
Kaya,23.0,,medicalstudent,eastblue,Alive,169.0,,F,,,syrupvillage,,0.0,kaya,0.0,0.0,0.0
Kazekage,931.0,beastspirates;orochioniwabanshu,ninja;pirate,wanocountry,Alive,192.0,,F,,,flowercapital;wanocountry,,0.0,kazekage,0.0,0.0,0.0
Kazenbo,1030.0,kurozumifamily,,,Deceased,,,,,,,,0.0,kazenbo,0.0,0.0,0.0
Kebi,164.0,sand-sandclan;rebelarmy,rebel,,Alive,,,,,,arabastakingdom,,0.0,kebi,0.0,0.0,0.0
Kechatch,553.0,whitebeardpirates,pirate;captain,,Alive,,,,,,,,0.0,kechatch,0.0,0.0,0.0
Kelly Funk,704.0,mogarokingdom,assassin,grandline,Alive,168.0,,X,Jacket-Jacket Fruit,Paramecia,,57000000.0,0.0,kellyfunk,0.0,0.0,0.0
Keygan,64.0,kriegpirates,pirate;locksmith,eastblue,Alive,,,,,,,,0.0,keygan,0.0,0.0,0.0
Kibagaeru,306.0,foxypirates;fangedtoadpirates,pirate;captain,,Alive,,,,,,,,0.0,kibagaeru,0.0,0.0,0.0
Kibin,594.0,marines,marinecommodore,,Alive,,,,,,,,0.0,kibin,0.0,0.0,0.0
Kicking Claw Force; Elite Alabastian Royal Guards,196.0,arabastakingdom,guards,,Deceased,,,,,,,,0.0,kickingclawforce;elitealabastianroyalguards,0.0,0.0,0.0
Kicking Claw Force; Elite Alabastian Royal Guards,196.0,arabastakingdom,guards,,Deceased,,,,,,,,0.0,kickingclawforce;elitealabastianroyalguards,0.0,0.0,0.0
Kicking Claw Force; Elite Alabastian Royal Guards,196.0,arabastakingdom,guards,,Deceased,,,,,,,,0.0,kickingclawforce;elitealabastianroyalguards,0.0,0.0,0.0
Kicking Claw Force; Elite Alabastian Royal Guards,196.0,arabastakingdom,guards,,Deceased,,,,,,,,0.0,kickingclawforce;elitealabastianroyalguards,0.0,0.0,0.0
Kiev,325.0,frankyfamily;galley-lacompany,dismantler;bountyhunter,,Alive,,,,,,water7,,0.0,kiev,0.0,0.0,0.0
Kiku,515.0,kuja,warrior,,Alive,,,,,,amazonlily,,0.0,kiku,0.0,0.0,0.0
Kikunojo,913.0,kouzukifamily;nineredscabbards;ninja-pirate-mink-samuraialliance,samurai;retainerofthekouzukifamily;teahousepostergirl,grandline,Alive,287.0,,XF,,,wanocountry‡;kuri),,0.0,kikunojo,1.0,1.0,0.0
Kikyo,514.0,kuja,warrior,calmbelt,Alive,,,,,,amazonlily,,0.0,kikyo,0.0,0.0,0.0
Killer,498.0,kidpirates;kurozumiorochi;ninja-pirate-mink-samuraialliance,pirate;combatant;assassin,southblue,Unknown,195.0,,X,,,,162000000.0,0.0,killer,1.0,1.0,0.0
Kimel,552.0,spadepirates,pirate,,Alive,,,,,,,,0.0,kimel,0.0,0.0,0.0
Kin'emon,656.0,kouzukifamily;ninja-pirate-mink-samuraialliance;nineredscabbards,samurai;retainerofthekouzukifamily;leaderofthenineredscabbards;thief,grandline,Alive,295.0,,X,Garb-Garb Jutsu,Paramecia,wanocountry,,0.0,kin'emon,1.0,1.0,0.0
Kinderella,261.0,evilblackdrumkingdom,missuniverse;queen,,Alive,,,,,,,,0.0,kinderella,0.0,0.0,0.0
King,920.0,beastspirates,all-star,grandline,Alive,613.0,,S,"Dragon-Dragon Fruit, Model: Pteranodon",Ancient Zoan,wanocountry,1390000000.0,0.0,king,1.0,1.0,0.0
Kinga,570.0,whitebeardpirates,piratecaptain,,Alive,,,,,,,,0.0,kinga,0.0,0.0,0.0
Kingbaum,836.0,bigmompirates;charlottefamily,masteroftheseducingwoods,grandline,Unknown,2340.0,,,,,wholecakeisland,,0.0,kingbaum,0.0,0.0,0.0
Kingdew,562.0,whitebeardpirates,11thdivisioncommander;pirate,grandline,Alive,,,,,,,,0.0,kingdew,0.0,0.0,0.0
Kirintauros,658.0,caesarclown;centaurpatrolunit,,,Alive,,,,,,,,0.0,kirintauros,0.0,0.0,0.0
Kisegawa,929.0,,geisha,,Alive,,,,,,wanocountry,,0.0,kisegawa,0.0,0.0,0.0
Kitton,523.0,,,,Alive,,,,,,,,0.0,kitton,0.0,0.0,0.0
Koala,622.0,revolutionaryarmy;sunpirates;slavery,revolutionaryarmyofficer;assistantfish-mankarateinstructor;slave,,Alive,160.0,,F,,,baltigo;foolshoutisland;marygeoise;momoiroisland,,0.0,koala,0.0,0.0,0.0
Kobei,929.0,,landlord,,Alive,,,,,,wanocountry,,0.0,kobei,0.0,0.0,0.0
,,,,,,,,,,,,,,,1.0,1.0,0.0
"Koby ,Coby",2.0,marines;marine153rdbranch;alvidapirates,marinecaptain;masterchiefpettyofficer;choreboy;pirateshipcaretaker,eastblue,Alive,167.0,,F,,,shellstown;goatisland,,0.0,"koby,coby",0.0,0.0,0.0
Koda,285.0,marines;g-2,chef,,Alive,,,,,,g-2,,0.0,koda,0.0,0.0,0.0
Kokoro,322.0,tom'sworkers,"stationmaster;""lovely""secretaryoftom",grandline,Alive,168.0,,S,,,water7;fish-manisland,,0.0,kokoro,0.0,0.0,0.0
Komachiyo,910.0,kurozumitama;ninja-pirate-mink-samuraialliance,,,Alive,,,,,,amigasavillage;kuri;wanocountry,,0.0,komachiyo,0.0,0.0,0.0
Komakkov,,marines,cook,,Alive,,,,,,,,0.0,komakkov,0.0,0.0,0.0
Kombu ;Konbu,657.0,,,,Alive,,,,,,,,0.0,kombu;konbu,0.0,0.0,0.0
Komille Comille,289.0,marines;g-2,viceadmiral;basecommanderofg-2,,Alive,,,,,,g-2,,0.0,komillecomille,0.0,0.0,0.0
Kong,0.0,worldgovernment;marines,commander-in-chief;fleetadmiral,,Alive,,,,,,marygeoise;marineheadquarters,,0.0,kong,0.0,0.0,0.0
Kopp,325.0,frankyfamily,dismantler;bountyhunter,,Alive,,,,,,water7,,0.0,kopp,0.0,0.0,0.0
Kotatsu,552.0,spadepirates,pirate,,Alive,,,,,,,,0.0,kotatsu,0.0,0.0,0.0
Kotetsu,912.0,,swordsmith,,Deceased,,,,,,,,0.0,kotetsu,0.0,0.0,0.0
,,,,,,,,,,,,,,,1.0,0.0,0.0
Koyama,960.0,kouzukifamily,retainer,,Unknown,,,,,,wanocountry,,0.0,koyama,0.0,0.0,0.0
Koza,163.0,arabastakingdom;sand-sandclan;rebelarmy,environmentalminister;rebelarmyleader;sand-sandclanleader;,grandline,Alive,177.0,,X,,,yuba;arabasta;katorea;arabasta,,0.0,koza,0.0,0.0,0.0
KozePacky,96.0,yespirates,pirates,eastblue,Alive,,,,,,,,0.0,kozepacky,0.0,0.0,0.0
KozePacky,96.0,yespirates,pirates,eastblue,Alive,,,,,,,,0.0,kozepacky,0.0,0.0,0.0
Kozuki Hiyori;Kouzuki Hiyori,909.0,kouzukifamily;ninja-pirate-mink-samuraialliance,oiran,grandline,Alive,170.0,,XF,,,wanocountry,,0.0,kozukihiyori;kouzukihiyori,0.0,0.0,0.0
,,,,,,,,,,,,,,,1.0,0.0,0.0
Kozuki Momonosuke ; Kouzuki Momonosuke,684.0,kouzukifamily;ninja-pirate-mink-samuraialliance,shogun,grandline,Alive,110.0,,X,"Fish-Fish Fruit, Model: Azure Dragon[9]Fish-Fish Fruit, Azure Dragon Model[10]",ArtificialMythical Zoan,wanocountry,,0.0,kozukimomonosuke;kouzukimomonosuke,0.0,0.0,0.0
,,,,,,,,,,,,,,,1.0,1.0,1.0
Kozuki Oden;Kouzuki Oden,920.0,kouzukifamily;rogerpirates;whitebeardpirates,samurai;daimyo;pirate;2nddivisioncommander,grandline,Deceased,382.0,,F,,,wanocountry;,,0.0,kozukioden;kouzukioden,0.0,0.0,0.0
Kozuki Sukiyaki,911.0,kouzukifamily;ninja-pirate-mink-samuraialliance,swordsmith;shogun,,Alive,214.0,,F,,,wanocountry,,0.0,kozukisukiyaki,0.0,0.0,0.0
Kozuki Toki;Kouzuki Toki,919.0,kouzukifamily;amatsukifamily;whitebeardpirates;rogerpirates,,,Deceased,190.0,,X,Time-Time Ability,Paramecia,wanocountry,,0.0,kozukitoki;kouzukitoki,0.0,0.0,0.0
Krieg,45.0,kriegpirates,piratecaptain/admiral,eastblue,Alive,243.0,,XF,,,,17000000.0,0.0,krieg,0.0,0.0,0.0
Kujaku;Kujyaku,966.0,marines;,rearadmiral,northblue,Alive,180.0,,X,Whip-Whip Fruit,Paramecia,g-14,,0.0,kujaku;kujyaku,0.0,0.0,0.0
Kukai,552.0,spadepirates,samurai;pirate,,Alive,,,,,,,,0.0,kukai,0.0,0.0,0.0
Kuma-A,,,pet,,Unknown,,,,,,,,0.0,kuma-a,0.0,0.0,0.0
Kumacy,449.0,thrillerbarkpirates,perona'sservant;wildzombiecommander-in-chief,,Deceased,,,,,,,,0.0,kumacy,0.0,0.0,0.0
Kumadori,375.0,cp0;cp9,cipherpolagent,southblue,Alive,338.0,,XF,,,,,0.0,kumadori,1.0,1.0,0.0
Kumadori Yamanbako,,kumadori,assassin,,Alive,,,,,,,,0.0,kumadoriyamanbako,0.0,0.0,0.0
Kumagoro,929.0,,,,Alive,,,,,,wanocountry,,0.0,kumagoro,0.0,0.0,0.0
Kuni,927.0,kyoshirofamily,,,Alive,,,,,,wanocountry,,0.0,kuni,0.0,0.0,0.0
Kunyun,1020.0,beastspirates,,punkhazard,Alive,,,,,,onigashima,,0.0,kunyun,0.0,0.0,0.0
Kureha,134.0,sakurakingdom;isshi-100,head-doctorofthesakurakingdom;leaderoftheisshi-100,grandline,Alive,188.0,,S,,,drumisland,,0.0,kureha,0.0,0.0,0.0
Kuro,23.0,blackcatpirates,piratecaptain;butler,eastblue,Alive,207.0,,X,,,syrupvillage,16000000.0,0.0,kuro,0.0,0.0,0.0
Kurokoma,960.0,kurokomafamily‎,,,Unknown,,,,,,flowercapital;wanocountry,,0.0,kurokoma,0.0,0.0,0.0
Kuromarimo,131.0,blikingpirates;drumkingdom,magistrate;pirate,grandline,Alive,186.0,,F,,,,,0.0,kuromarimo,0.0,0.0,0.0
Kuroobi,69.0,arlongpirates;sunpirates,pirateofficer,grandline,Alive,252.0,,S,,,fish-mandistrict;arlongpark,9000000.0,0.0,kuroobi,0.0,0.0,0.0
Kurozumi Higurashi,965.0,wanocountry,,grandline,Deceased,193.0,,F,Clone-Clone Fruit,Paramecia,wanocountry,,0.0,kurozumihigurashi,0.0,0.0,0.0
Kurozumi Kanjuro,700.0,kurozumifamily;kouzukifamily;nineredscabbards;ninja-pirate-mink-samuraialliance;beastspirates,theatreperformer;spyofthekurozumifamily;samurai;retainerofthekouzukifamily,,Deceased,347.0,,X,Brush-Brush Fruit[11],Paramecia,wanocountrywanocountry,,0.0,kurozumikanjuro,1.0,1.0,0.0
Kurozumi Orochi,927.0,wanocountry;beastspirates,shogunofwanocountry,grandline,Deceased,350.0,,XF,"Snake-Snake Fruit, Model: Eight Headed Serpent",Mythical Zoan,wanocountry,,0.0,kurozumiorochi,0.0,0.0,0.0
Kurozumi Semimaru,965.0,wanocountry,biwahōshi,grandline,Deceased,227.0,,F,Barrier-Barrier Fruit,Paramecia,wanocountry,,0.0,kurozumisemimaru,0.0,0.0,0.0
Kurozumi Tama,911.0,kurozumifamily;ninja-pirate-mink-samuraialliance,kunoichiintraining;kasaweaver,,Alive,108.0,,F,Millet-Millet Fruit[5],Paramecia,amigasavillage;kuri;wanocountry,,0.0,kurozumitama,0.0,0.0,0.0
Kuween,755.0,donquixotepirates,pirate;smilefactorymanager,,Alive,,,,,,,,0.0,kuween,0.0,0.0,0.0
Kuzan,303.0,blackbeardpirates;marines,pirate;titaniccaptain;admiral;viceadmiral,southblue,Alive,298.0,,F,Ice-Ice Fruit,Logia,hachinosu,,0.0,kuzan,1.0,1.0,0.0
Kyros,702.0,corridacolosseum;rikuroyalarmy,gladiator;rikuroyalarmycaptain,grandline,Alive,298.0,,S,,,,,0.0,kyros,0.0,0.0,0.0
Kyuji,302.0,marines;g-2,chef,,Alive,,,,,,g-2,,0.0,kyuji,0.0,0.0,0.0
Laboon;Raboon,102.0,rumbarpirates;crocus,,westblue,Alive,400.0,,F,,,reversemountain,,0.0,laboon;raboon,0.0,0.0,0.0
Lacroix,550.0,marines;giantsquad,viceadmiral,,Alive,,,,,,,,0.0,lacroix,0.0,0.0,0.0
Lacuba,501.0,,pirate;captain;slave,grandline,Alive,,,,,,,,0.0,lacuba,0.0,0.0,0.0
Lady Tree,873.0,,,,Alive,,,,,,,,0.0,ladytree,0.0,0.0,0.0
Lafitte ;Raffit ;Laffitte,234.0,blackbeardpirates,pirate;navigator;sheriff;titaniccaptain;chiefofstaff,westblue,Alive,340.0,,X,,,hachinosu,42200000.0,0.0,lafitte;raffit;laffitte,0.0,0.0,0.0
Langram,966.0,rogerpirates,pirate,,Unknown,,,,,,,,0.0,langram,0.0,0.0,0.0
