name,apparition,affiliations,occupations,origin,status,height,weight,bloodtype,fruit.name,devilfruit.type,residence,bounty,key,haki.observation,haki.armament,haki.conqueror
Komachiyo,910.0,kurozumitama,,,Alive,,,,,,amigasavillage;kuri;wanocountry,,komachiyo,0.0,0.0,0.0
Komakkov,,marines,cook,,Alive,,,,,,,,komakkov,0.0,0.0,0.0
Kombu,657.0,,,,Alive,,,,,,,,kombu,0.0,0.0,0.0
Komille Comille,289.0,marines,viceadmiral,,Alive,,,,,,g-2,,komillecomille,0.0,0.0,0.0
Kong,0.0,worldgovernment,commander-in-chief,,Alive,,,,,,marygeoise,,kong,0.0,0.0,0.0
Kopp,325.0,frankyfamily,dismantler;bountyhunter,,Alive,,,,,,water7,,kopp,0.0,0.0,0.0
Kotatsu,552.0,spadepirates,pirate,,Alive,,,,,,,,kotatsu,0.0,0.0,0.0
Kotetsu,912.0,,swordsmith,,Deceased,,,,,,,,kotetsu,0.0,0.0,0.0
,,,,,,,,,,,,,,1.0,0.0,0.0
Koyama,960.0,kouzukifamily,retainer,,Unknown,,,,,,wanocountry,,koyama,0.0,0.0,0.0
Koza,163.0,arabastakingdom,environmentalminister,grandline,Alive,177.0,,X,,,yuba;arabasta,,koza,0.0,0.0,0.0
KozePacky,96.0,yespirates,pirates,eastblue,Alive,,,,,,,,kozepacky,0.0,0.0,0.0
KozePacky,96.0,yespirates,pirates,eastblue,Alive,,,,,,,,kozepacky,0.0,0.0,0.0
Kozuki Hiyori,909.0,kouzukifamily,oiran,grandline,Alive,170.0,,XF,,,wanocountry,,kozukihiyori,0.0,0.0,0.0
Kozuki Momonosuke,684.0,kouzukifamily,shogun,grandline,Alive,110.0,,X,"Fish-Fish Fruit, Model: Azure Dragon[9]Fish-Fish Fruit, Azure Dragon Model[10]",ArtificialMythical Zoan,wanocountry,,kozukimomonosuke,1.0,0.0,0.0
Kozuki Oden,920.0,kouzukifamily,samurai,grandline,Deceased,382.0,,F,,,wanocountry,,kozukioden,1.0,1.0,1.0
Kozuki Sukiyaki,911.0,kouzukifamily,swordsmith,,Alive,214.0,,F,,,wanocountry,,kozukisukiyaki,0.0,0.0,0.0
Kozuki Toki,919.0,kouzukifamily,,,Deceased,190.0,,X,Time-Time Ability,Paramecia,wanocountry,,kozukitoki,0.0,0.0,0.0
Krieg,45.0,kriegpirates,piratecaptain/admiral,eastblue,Alive,243.0,,XF,,,,17000000.0,krieg,0.0,0.0,0.0
Kujaku,966.0,marines,rearadmiral,northblue,Alive,180.0,,X,Whip-Whip Fruit,Paramecia,g-14,,kujaku,0.0,0.0,0.0
Kukai,552.0,spadepirates,samurai,,Alive,,,,,,,,kukai,0.0,0.0,0.0
Kuma-A,,,pet,,Unknown,,,,,,,,kuma-a,0.0,0.0,0.0
Kumacy,449.0,thrillerbarkpirates,perona'sservant;wildzombiecommander-in-chief,,Deceased,,,,,,,,kumacy,0.0,0.0,0.0
Kumadori,375.0,cp0,cipherpolagent,southblue,Alive,338.0,,XF,,,,,kumadori,1.0,1.0,0.0
Kumadori Yamanbako,,kumadori,assassin,,Alive,,,,,,,,kumadoriyamanbako,0.0,0.0,0.0
Kumagoro,929.0,,,,Alive,,,,,,wanocountry,,kumagoro,0.0,0.0,0.0
Kuni,927.0,kyoshirofamily,,,Alive,,,,,,wanocountry,,kuni,0.0,0.0,0.0
Kunyun,1020.0,beastspirates,,punkhazard,Alive,,,,,,onigashima,,kunyun,0.0,0.0,0.0
Kureha,134.0,sakurakingdom,head-doctorofthesakurakingdom,grandline,Alive,188.0,,S,,,drumisland,,kureha,0.0,0.0,0.0
Kuro,23.0,blackcatpirates,piratecaptain,eastblue,Alive,207.0,,X,,,syrupvillage,16000000.0,kuro,0.0,0.0,0.0
Kurokoma,960.0,kurokomafamily‎,,,Unknown,,,,,,flowercapital,,kurokoma,0.0,0.0,0.0
Kuromarimo,131.0,blikingpirates;drumkingdom,magistrate,grandline,Alive,186.0,,F,,,,,kuromarimo,0.0,0.0,0.0
Kuroobi,69.0,arlongpirates,pirateofficer,grandline,Alive,252.0,,S,,,fish-mandistrict,9000000.0,kuroobi,0.0,0.0,0.0
Kurozumi Higurashi,965.0,wanocountry,,grandline,Deceased,193.0,,F,Clone-Clone Fruit,Paramecia,wanocountry,,kurozumihigurashi,0.0,0.0,0.0
Kurozumi Kanjuro,700.0,kurozumifamily,theatreperformer,,Deceased,347.0,,X,Brush-Brush Fruit[11],Paramecia,wanocountrywanocountry,,kurozumikanjuro,1.0,1.0,0.0
Kurozumi Orochi,927.0,wanocountry,shogunofwanocountry,grandline,Deceased,350.0,,XF,"Snake-Snake Fruit, Model: Eight Headed Serpent",Mythical Zoan,wanocountry,,kurozumiorochi,0.0,0.0,0.0
Kurozumi Semimaru,965.0,wanocountry,biwahōshi,grandline,Deceased,227.0,,F,Barrier-Barrier Fruit,Paramecia,wanocountry,,kurozumisemimaru,0.0,0.0,0.0
Kurozumi Tama,911.0,kurozumifamily,kunoichiintraining,,Alive,108.0,,F,Millet-Millet Fruit[5],Paramecia,amigasavillage;kuri;wanocountry,,kurozumitama,0.0,0.0,0.0
Kuween,755.0,donquixotepirates,pirate,,Alive,,,,,,,,kuween,0.0,0.0,0.0
Kuzan,303.0,blackbeardpirates,pirate,southblue,Alive,298.0,,F,Ice-Ice Fruit,Logia,hachinosu,,kuzan,1.0,1.0,0.0
Kyros,702.0,corridacolosseum,gladiator,grandline,Alive,298.0,,S,,,,,kyros,0.0,0.0,0.0
Kyuji,302.0,marines,chef,,Alive,,,,,,g-2,,kyuji,0.0,0.0,0.0
Laboon,102.0,rumbarpirates,,westblue,Alive,400.0,,F,,,reversemountain,,laboon,0.0,0.0,0.0
Lacroix,550.0,marines;giantsquad,viceadmiral,,Alive,,,,,,,,lacroix,0.0,0.0,0.0
Lacuba,501.0,,pirate,grandline,Alive,,,,,,,,lacuba,0.0,0.0,0.0
Lady Tree,873.0,,,,Alive,,,,,,,,ladytree,0.0,0.0,0.0
Lafitte,234.0,blackbeardpirates,pirate,westblue,Alive,340.0,,X,,,hachinosu,42200000.0,lafitte,0.0,0.0,0.0
Langram,966.0,rogerpirates,pirate,,Unknown,,,,,,,,langram,0.0,0.0,0.0
Lao G,682.0,donquixotepirates,pirateofficer,northblue,Alive,157.0,,F,,,spidermiles,61000000.0,laog,0.0,0.0,0.0
Lasky,392.0,cp9,cipherpolagent,,Unknown,,,,,,,,lasky,0.0,0.0,0.0
Lassoo,160.0,newspiderscafe,cafemascot,,Alive,,,,"Mutt-Mutt Fruit, Dachshund Type",Zoan,,,lassoo,0.0,0.0,0.0
Lemoncheese,906.0,levely,queen,,Alive,,,,,,bestlandkingdom,,lemoncheese,0.0,0.0,0.0
Leo,710.0,tontattakingdom,captainofthefifthshipofthestrawhatgrandfleet,grandline,Alive,23.0,,S,Stitch-Stitch Power,Paramecia,,,leo,0.0,0.0,0.0
Leonero,552.0,spadepirates,pirate,,Alive,,,,,,,,leonero,0.0,0.0,0.0
Lilith,1061.0,marines,,grandline,Alive,204.0,,S,,,egghead,,lilith,0.0,0.0,0.0
Lily,223.0,bellamypirates,,,Unknown,,,,,,,,lily,0.0,0.0,0.0
Lime Juice,1.0,redhairpirates,pirate,,Alive,,,,,,,,limejuice,0.0,0.0,0.0
Linaria,1079.0,nightbutterflypirates,piratecaptain,,Alive,,,,,,,,linaria,0.0,0.0,0.0
Lindbergh,904.0,revolutionaryarmy,southarmycommanderoftherevolutionaryarmy,,Alive,149.0,,F,,,baltigo,316000000.0,lindbergh,1.0,1.0,0.0
Lines,44.0,,marineseamanfirstclass,eastblue,Alive,,,,,,,100000.0,lines,0.0,0.0,0.0
Lint,391.0,oharaarchaeologists,archaeologist,,Deceased,,,,,,,,lint,0.0,0.0,0.0
Lip Doughty,600.0,fakestrawhatcrew,pirate,,Alive,,,,,,,88000000.0,lipdoughty,0.0,0.0,0.0
Little Oars Jr.,554.0,littlepirates,pirate,grandline,Unknown,60.0,,F,,,,550000000.0,littleoarsjr.,0.0,0.0,0.0
Logbook,,,,,,,,,,,,,logbook,0.0,0.0,0.0
Loki,1130.0,,prince,grandline,Alive,,,,,,,2600000000.0,loki,0.0,0.0,0.0
Loki Clownin,536.0,,impeldownguard,,Alive,,,,,,,,lokiclownin,0.0,0.0,0.0
Lola,451.0,thrillerbarkpirates,generalzombie,,Deceased,,,,,,,,lola,0.0,0.0,0.0
Lonz,550.0,marines;giantsquad,viceadmiral,,Alive,,,,,,,,lonz,0.0,0.0,0.0
Louis Arnote,115.0,,explorer,grandline,Unknown,,,,,,,,louisarnote,0.0,0.0,0.0
Lowwing,967.0,rogerpirates,pirate,,Unknown,,,,,,,,lowwing,0.0,0.0,0.0
Lucky Roux,1.0,redhairpirates,pirate,southblue,Alive,241.0,,F,,,,,luckyroux,0.0,1.0,0.0
Lulis,608.0,mermaidcafe,dancer,grandline,Alive,,,,,,mermaidcove,,lulis,0.0,0.0,0.0
Lun,679.0,caesarclown,pirate,,Alive,,,,,,,,lun,0.0,0.0,0.0
Machvise,682.0,donquixotepirates,pirateofficer,northblue,Alive,440.0,,S,Ton-Ton Fruit,Paramecia,spidermiles,11000000.0,machvise,0.0,0.0,0.0
Macro,197.0,macropirates,pirate,grandline,Alive,,,,,,fish-mandistrict,,macro,0.0,0.0,0.0
Macro,437.0,automata,colonel,,Alive,,,,,,,,macro,0.0,0.0,0.0
Madillo-Man,939.0,beastspirates,gifter,,Alive,,,,Armadillo Smile,Artificial Zoan,,,madillo-man,0.0,0.0,0.0
Mag,1134.0,walrusschool,student,,Alive,,,,,,elbaph,,mag,0.0,0.0,0.0
Magellan,528.0,impeldown,vicewarden,grandline,Alive,491.0,,X,Venom-Venom Fruit,Paramecia[5],,,magellan,0.0,0.0,0.0
Magura,582.0,dadanfamily,bandit,,Alive,,,,,,mt.colubo,,magura,0.0,0.0,0.0
Maha,929.0,cp0,cipherpolagent,,Unknown,,,,,,,,maha,0.0,0.0,0.0
Maidy,215.0,nefertarifamily,lady'smaid,,Alive,,,,,,alubarna;arabasta,,maidy,0.0,0.0,0.0
Makino,1.0,partysbar,barowner,eastblue,Alive,166.0,,S,,,fooshavillage,,makino,0.0,0.0,0.0
Makko,216.0,marines,marineensign,,Alive,,,,,,,1000000.0,makko,0.0,0.0,0.0
Mamboshi,609.0,neptunefamily,princeoftheryugukingdom,grandline,Alive,473.0,,S,,,ryugupalace,,mamboshi,0.0,0.0,0.0
Mameemee,79.0,worldgovernmentorphanage,housemother,eastblue,Alive,,,,,,cocoyasivillage,,mameemee,0.0,0.0,0.0
Mancherie,717.0,tontattakingdom,princess,grandline,Alive,20.0,,X,Heal-Heal Fruit,Paramecia,,,mancherie,0.0,0.0,0.0
Mani,223.0,bellamypirates,combatant,,Unknown,,,,,,,,mani,0.0,0.0,0.0
Manjaro,598.0,fakestrawhatcrew,pirate,eastblue,Alive,202.0,,S,,,,,manjaro,0.0,0.0,0.0
Marco,234.0,whitebeardpirates,1stdivisioncommander,grandline,Alive,203.0,,X,"Tweet-Tweet Fruit, Phoenix ModelBird-Bird Fruit, Model: Phoenix[10]",Mythical Zoan,sphinx,1374000000.0,marco,1.0,1.0,0.0
,,,,,,,,,,,,,,1.0,0.0,1.0
Margarita,483.0,neutralcivilian,maid,,Alive,,,,,,,,margarita,0.0,0.0,0.0
,,,,,,,,,,,,,,0.0,1.0,0.0
"Marguerite ,Margaret",514.0,kuja,warrior;pirate,calmbelt,Alive,178.0,,F,,,amazonlily,,"marguerite,margaret",0.0,0.0,0.0
Maria Napole,649.0,fish-manisland,singer,grandline,Alive,,,,,,ryugukingdom,,marianapole,0.0,0.0,0.0
Marianne,117.0,newspiderscafe,cafeemployee,northblue,Alive,145.0,,XF,,,,29000000.0,marianne,0.0,0.0,0.0
Maria Onion Bear,133.0,,housewife,grandline,Alive,,,,,,bighorn,,mariaonionbear,0.0,0.0,0.0
Marie,499.0,saintcharlos,slave,grandline,Alive,,,,,,marygeoise,,marie,0.0,0.0,0.0
Marilyn,300.0,neutralcivilian,missskypiea,,Alive,,,,,,,,marilyn,0.0,0.0,0.0
Marin,500.0,,slave,grandline,Alive,,,,,,sabaodyarchipelago,,marin,0.0,0.0,0.0
Mario,701.0,,,,Alive,,,,,,,,mario,0.0,0.0,0.0
Marmieta,436.0,,,,Alive,,,,,,pucci,,marmieta,0.0,0.0,0.0
,,,,,,,,,,,,,,1.0,1.0,0.0
Marshall D. Teech,223.0,blackbeardpirates,pirate,grandline,Alive,344.0,,F,Tremor-Tremor Fruit,Paramecia,hachinosu,0.0,marshalld.teech,0.0,0.0,0.0
Mash,204.0,seafloor,holderofthetakoyakirecipeandsauce,,Unknown,,,,,,,,mash,0.0,0.0,0.0
Mashikaku,98.0,marines,marinechiefpettyofficer,eastblue,Alive,,,,,,loguetown,100000.0,mashikaku,0.0,0.0,0.0
Masira,219.0,saruyamaalliance,pirate,northblue,Alive,345.0,,F,,,jaya,,masira,0.0,0.0,0.0
Masked Deuce,552.0,spadepirates,journalist,,Alive,,,,,,,,maskeddeuce,0.0,0.0,0.0
Mato,1076.0,,bartender,,Alive,,,,,,elbaph,,mato,0.0,0.0,0.0
Matsu Ipponmatsu,97.0,loguetownarmsshop,armsshopproprietor,eastblue,Alive,157.0,,X,,,loguetown,,matsuipponmatsu,0.0,0.0,0.0
Mattryoshesses,905.0,,princessesoftheroshwankingdom,,Alive,,,,,,roshwankingdom,,mattryoshesses,0.0,0.0,0.0
Mattryoshesses,905.0,,princessesoftheroshwankingdom,,Alive,,,,,,roshwankingdom,,mattryoshesses,0.0,0.0,0.0
Mattryoshesses,905.0,,princessesoftheroshwankingdom,,Alive,,,,,,roshwankingdom,,mattryoshesses,0.0,0.0,0.0
Mattryoshesses,905.0,,princessesoftheroshwankingdom,,Alive,,,,,,roshwankingdom,,mattryoshesses,0.0,0.0,0.0
Max Marx,966.0,rogerpirates,pirate,,Unknown,,,,,,,,maxmarx,0.0,0.0,0.0
Maynard,705.0,marines,viceadmiral,,Alive,,,,,,,,maynard,0.0,0.0,0.0
Mayushka,269.0,shandia,shandiawarrior,,Alive,,,,,,,,mayushka,0.0,0.0,0.0
McGuy,551.0,subordinateofthewhitebeardpirates,pirate,,Alive,,,,,,,,mcguy,0.0,0.0,0.0
McKinley,241.0,whiteberets,lawenforcementofficial,,Alive,,,,,,,,mckinley,0.0,0.0,0.0
McTreenald,445.0,thrillerbarkpirates,wildzombie,,Deceased,,,,,,,,mctreenald,0.0,0.0,0.0
Meadows,706.0,corridacolosseum,gladiator,,Alive,,,,,,,,meadows,0.0,0.0,0.0
Mecha-Shark,1061.0,vegapunk,,,Unknown,,,,,,egghead,,mecha-shark,0.0,0.0,0.0
Megalo,605.0,ryugukingdom,shirahoshi'spet,,Alive,,,,,,,,megalo,0.0,0.0,0.0
Mello,608.0,mermaidcafe,dancer,grandline,Alive,,,,,,mermaidcove,,mello,0.0,0.0,0.0
Merry,24.0,kaya,butler,eastblue,Alive,,,,,,syrupvillage,,merry,0.0,0.0,0.0
MichaelHoichael,432.0,aunt≠,elementaryschoolstudents,,Alive,,,,,,water7,,michaelhoichael,0.0,0.0,0.0
MichaelHoichael,432.0,aunt≠,elementaryschoolstudents,,Alive,,,,,,water7,,michaelhoichael,0.0,0.0,0.0
Mihal,552.0,spadepirates;whitebeardpirates,teacher,,Alive,,,,,,,,mihal,0.0,0.0,0.0
Mikazuki,323.0,bighelmetpirates,piratecaptain,,Alive,,,,,,,,mikazuki,0.0,0.0,0.0
Mikio Itoo,1.0,,,eastblue,Alive,,,,,,,,mikioitoo,0.0,0.0,0.0
Mikita,110.0,newspiderscafe,cafepâtissier,westblue,Alive,177.0,,XF,Kilo-Kilo Fruit,Paramecia,,7500000.0,mikita,0.0,0.0,0.0
Milky,807.0,mokomodukedom,guardian,,Alive,,,,,,zou,,milky,0.0,0.0,0.0
Mille Pine,966.0,rogerpirates,pirate,,Unknown,,,,,,,,millepine,0.0,0.0,0.0
Milo,717.0,,,,Alive,,,,,,,,milo,0.0,0.0,0.0
Minatomo,,easteregg,carpenter,,Alive,,,,,,,,minatomo,0.0,0.0,0.0
Minatomo,909.0,,carpenter,,Alive,,,,,,wanocountry,,minatomo,0.0,0.0,0.0
Minister of the Left,612.0,ryugukingdom,ministerofryugukingdom,grandline,Alive,435.0,,X,,,,,ministeroftheleft,0.0,0.0,0.0
Minister of the Right,612.0,ryugukingdom,ministerofryugukingdom,grandline,Alive,313.0,,XF,,,,,ministeroftheright,0.0,0.0,0.0
Minochihuahua,662.0,impeldown,jailerbeast,,Alive,,,,,,,,minochihuahua,0.0,0.0,0.0
Minokoala,531.0,impeldown,jailerbeast,,Alive,,,,,,,,minokoala,0.0,0.0,0.0
Minorhinoceros,532.0,impeldown,jailerbeast,,Alive,,,,,,,,minorhinoceros,0.0,0.0,0.0
Minoruba,498.0,sabaodyarchipelago,bountyhunter,,Alive,,,,,,,,minoruba,0.0,0.0,0.0
Minotaur,525.0,impeldown,jailerbeast,,Alive,,,,,,,,minotaur,0.0,0.0,0.0
Minozebra,533.0,impeldown,jailerbeast,,Alive,,,,,,,,minozebra,0.0,0.0,0.0
Misery,1039.0,bigmompirates,livingweapon,,Unknown,,,,,,,,misery,0.0,0.0,0.0
Miss Katherina,106.0,baroqueworks,bountyhunter,eastblue,Alive,,,,,,cactusisland,,misskatherina,0.0,0.0,0.0
Miyagi,807.0,mokomodukedom,doctor,,Alive,,,,,,zou,,miyagi,0.0,0.0,0.0
Mizerka,978.0,,shinuchi,,Alive,,,,Gorilla Smile,Artificial Zoan,,,mizerka,0.0,0.0,0.0
Mizuira,391.0,ohara,civilian,,Deceased,,,,,,,,mizuira,0.0,0.0,0.0
Mizuuta Madaisky,487.0,rumbarpirates,pirate,,Deceased,,,,,,,,mizuutamadaisky,0.0,0.0,0.0
Mizuuta Mawaritosky,488.0,rumbarpirates,pirate,,Deceased,,,,,,,,mizuutamawaritosky,0.0,0.0,0.0
Mjure,223.0,bellamypirates,doctor,,Unknown,,,,,,,,mjure,0.0,0.0,0.0
Moai,1040.0,kidpirates,pirate,,Unknown,,,,,,,,moai,0.0,0.0,0.0
Mocha,657.0,,,grandline,Alive,692.0,,S,,,,,mocha,0.0,0.0,0.0
Mochi,274.0,angelisland,child,,Alive,,,,,,,,mochi,0.0,0.0,0.0
Moda,278.0,revolutionaryarmy,farmer,,Alive,,,,,,lulusiakingdom,,moda,0.0,0.0,0.0
Mohji,9.0,crossguild,pirate,eastblue,Alive,197.0,,S,,,karaibariisland,,mohji,0.0,0.0,0.0
Momonga,420.0,marinesg-1branch,viceadmiral,grandline,Alive,251.0,,F,,,g-1,,momonga,1.0,1.0,0.0
Momoo,73.0,arlongpirates,arlongpirates'pet,grandline,Alive,36.0,,S,,,,,momoo,0.0,0.0,0.0
Mon-ji,807.0,mokomodukedom,,,Alive,,,,,,zou,,mon-ji,0.0,0.0,0.0
Monda,306.0,foxypirates,pet,,Alive,,,,,,,,monda,0.0,0.0,0.0
Monet,657.0,caesarclown,caesar'ssecretary,northblue,Deceased,227.0,,X,Snow-Snow Fruit,Logia,punkhazard,,monet,0.0,0.0,0.0
Moneypenny,398.0,,farmer,,Alive,,,,,,,,moneypenny,0.0,0.0,0.0
Monkey D. Dragon,100.0,revolutionaryarmy,supremecommanderoftherevolutionaryarmy,eastblue,Alive,256.0,,F,,,baltigodawnislandmomoiroisland,,monkeyd.dragon,0.0,0.0,0.0
Monkey D. Garp,92.0,marines,viceadmiral,eastblue,Alive,287.0,,F,,,fooshavillage,,monkeyd.garp,1.0,1.0,1.0
Monkey D. Luffy,1.0,strawhatpirates,piratecaptain,eastblue,Alive,91.0,,F,Gum-Gum Fruit,Paramecia[24](Mythical Zoan)[25],fooshavillage,30000000.0,monkeyd.luffy,1.0,1.0,1.0
Monster,1.0,redhairpirates,pirate,eastblue,Alive,,,,,,,,monster,0.0,0.0,0.0
"Mont Blanc Cricket ,Montblanc Cricket ,Monbran Cricket ,Mombran Cricket",227.0,saruyamaalliance,pirate,northblue,Alive,242.0,,S,,,lvneeljaya,25000000.0,"montblanccricket,montblanccricket,monbrancricket,mombrancricket",0.0,0.0,0.0
Mont Blanc Noland,286.0,lvneelkingdom,explorer,northblue,Deceased,220.0,,S,,,,,montblancnoland,0.0,0.0,0.0
Moocy,706.0,corridacolosseum,gladiator,,Alive,,,,,,,,moocy,0.0,0.0,0.0
Moody,43.0,,,eastblue,Alive,,,,,,,,moody,0.0,0.0,0.0
Moon Isaac Jr.,966.0,rogerpirates,pirate,,Unknown,,,,,,,,moonisaacjr.,0.0,0.0,0.0
Morgan,4.0,marines,marinecaptain,,Alive,285.0,,XF,,,shellstown,,morgan,0.0,0.0,0.0
Morgans,860.0,worldeconomynewspaper,worldeconomynewspaperpresident,grandline,Alive,305.0,,XF,"Tweet-Tweet Fruit, Albatross ModelBird-Bird Fruit, Model: Albatross[6]",Zoan,,,morgans,0.0,0.0,0.0
Morley,904.0,revolutionaryarmy,westarmycommanderoftherevolutionaryarmy,westblue,Alive,1253.0,,F,Push-Push Fruit,Paramecia,baltigo,293000000.0,morley,1.0,1.0,0.0
Mornin,23.0,,mayor,eastblue,Alive,,,,,,syrupvillage,,mornin,0.0,0.0,0.0
Morollon,905.0,,queenofthetajinekingdom,,Alive,,,,,,tajinekingdom,,morollon,0.0,0.0,0.0
Mosh,1038.0,kidpirates,pirate,,Unknown,,,,,,,,mosh,0.0,0.0,0.0
Motobaro,494.0,rosyliferiders,duval'spet,grandline,Alive,,,,,,,,motobaro,0.0,0.0,0.0
"Mouji, Mousey",755.0,tontattakingdom,aidetoprincessmansherry,,Alive,,,,,,,,"mouji,mousey",0.0,0.0,0.0
Mounbleten,598.0,fakestrawhatcrew,pirate,eastblue,Unknown,294.0,,XF,,,,,mounbleten,0.0,0.0,0.0
Mountain God,960.0,kouzukifamily,retainer,,Unknown,,,,,,wanocountry,,mountaingod,0.0,0.0,0.0
Mountain Ricky,313.0,foxypirates,pirate,,Alive,,,,,,,,mountainricky,0.0,0.0,0.0
Mouse-Man,915.0,beastspirates,gifter,,Alive,,,,Mouse Smile,Artificial Zoan,bakuratown;kuri;wanocountry,,mouse-man,0.0,0.0,0.0
Moyle,272.0,divinesquad,memberofthedivinesquad,,Unknown,,,,,,upperyard,,moyle,0.0,0.0,0.0
Mozambia,234.0,marines,viceadmiral,,Alive,,,,,,,,mozambia,0.0,0.0,0.0
Mozu and Kiwi,329.0,frankyfamily,bartenders,grandline,Alive,187.0,,F,,,water7,,mozuandkiwi,0.0,0.0,0.0
Mozu and Kiwi,329.0,frankyfamily,bartenders,grandline,Alive,187.0,,F,,,water7,,mozuandkiwi,0.0,0.0,0.0
Mr. 10,155.0,baroqueworks,frontieragent,,Alive,,,,,,,,mr.10,0.0,0.0,0.0
Mr. 11,128.0,baroqueworks,frontieragent,grandline,Deceased,,,,,,,,mr.11,0.0,0.0,0.0
Mr. 12,155.0,baroqueworks,frontieragent,,Alive,,,,,,,,mr.12,0.0,0.0,0.0
Mr. 13,105.0,baroqueworks,assassin,grandline,Alive,,,,,,,,mr.13,0.0,0.0,0.0
Mr. 3/Galdino,117.0,crossguild,pirate,southblue,Alive,179.0,,F,Wax-Wax Fruit,Paramecia,karaibariisland,24000000.0,mr.3/galdino,0.0,0.0,0.0
Mr. 6,155.0,baroqueworks,frontieragent,,Alive,,,,,,,,mr.6,0.0,0.0,0.0
Mr. 7,190.0,baroqueworks,frontieragent,,Deceased,,,,,,,,mr.7,0.0,0.0,0.0
Mr. 7,205.0,baroqueworks,frontieragent,,Alive,,,,,,,,mr.7,0.0,0.0,0.0
Mr. 9,103.0,baroqueworks,frontieragent,grandline,Alive,,,,,,,,mr.9,0.0,0.0,0.0
Mr. Beans,106.0,baroqueworks,bountyhunter,grandline,Alive,,,,,,cactusisland,,mr.beans,0.0,0.0,0.0
Mr. Love,206.0,baroqueworks,,,Alive,,,,,,,,mr.love,0.0,0.0,0.0
Mr. Melow,159.0,baroqueworks,bountyhunter,,Alive,,,,,,,,mr.melow,0.0,0.0,0.0
Mr. Momora,966.0,rogerpirates,pirate,,Unknown,,,,,,,,mr.momora,0.0,0.0,0.0
Mr. Motzel,43.0,,,eastblue,Alive,,,,,,,,mr.motzel,0.0,0.0,0.0
Mr. Shimizu,107.0,baroqueworks,bountyhunter,grandline,Alive,,,,,,cactusisland,,mr.shimizu,0.0,0.0,0.0
Mrs. Chicken,1.0,,fishmonger,eastblue,Alive,,,,,,fooshavillage,,mrs.chicken,0.0,0.0,0.0
Ms. Father's Day Miss Father's Day,205.0,baroqueworks,frontieragent,,Alive,,,,,,,,ms.father'sdaymissfather'sday,0.0,0.0,0.0
Ms. Friday Miss Friday,105.0,baroqueworks,assassin,grandline,Alive,,,,,,,,ms.fridaymissfriday,0.0,0.0,0.0
Ms. MondayMiss Monday,107.0,baroqueworks,frontieragent,grandline,Alive,,,,,,,,ms.mondaymissmonday,0.0,0.0,0.0
Ms. Mother's Day,155.0,baroqueworks,frontieragent,,Alive,,,,,,,,ms.mother'sday,0.0,0.0,0.0
Ms. Saturday,155.0,baroqueworks,frontieragent,,Alive,,,,,,,,ms.saturday,0.0,0.0,0.0
Ms. Thursday,155.0,baroqueworks,frontieragent,,Alive,,,,,,,,ms.thursday,0.0,0.0,0.0
Ms. Tuesday,155.0,baroqueworks,frontieragent,,Alive,,,,,,,,ms.tuesday,0.0,0.0,0.0
Muegren,966.0,rogerpirates,pirate,,Unknown,,,,,,,,muegren,0.0,0.0,0.0
Muginn,1128.0,,,,Alive,,,,,,landofgods,,muginn,0.0,0.0,0.0
Mummy,706.0,,sorcerer,,Alive,,,,,,,,mummy,0.0,0.0,0.0
Mushroom,536.0,buggypirates,pirate,,Alive,,,,,,,100000000.0,mushroom,0.0,0.0,0.0
Musse,287.0,shandia,shandiavillager,,Deceased,,,,,,,,musse,0.0,0.0,0.0
Nako,77.0,,doctor,eastblue,Alive,,,,,,cocoyasivillage,,nako,0.0,0.0,0.0
Nami,8.0,strawhatpirates,navigator,eastblue,Alive,169.0,,X,,,oykotkingdomcocoyasivillage,16000000.0,nami,0.0,0.0,0.0
Namule,552.0,whitebeardpirates,8thdivisioncommander,grandline,Alive,,,,,,,,namule,0.0,0.0,0.0
nan,959.0,beastspirates,gifter,,Alive,,,,Swallowtail Butterfly Smile,Artificial Zoan,,,nan,0.0,0.0,0.0
nan,926.0,,armsdealer,,Alive,,,,,,wanocountry,,nan,0.0,0.0,0.0
nan,969.0,,,,Unknown,,,,,,wanocountry,,nan,0.0,0.0,0.0
nan,292.0,lvneelkingdom,king,northblue,Deceased,,,,,,,,nan,0.0,0.0,0.0
nan,930.0,,sobashopowner,,Alive,,,,,,wanocountry,,nan,0.0,0.0,0.0
nan,915.0,,sumowrestler,,Alive,,,,,,wanocountry,,nan,0.0,0.0,0.0
nan,940.0,,,,Alive,,,,,,ebisutown;wanocountry,,nan,0.0,0.0,0.0
nan,823.0,levely,queen,eastblue,Alive,,,,,,fraucekingdom,,nan,0.0,0.0,0.0
nan,980.0,beastspirates,gifter,,Alive,,,,Gastrimargus Grasshopper Smile,Artificial Zoan,,,nan,0.0,0.0,0.0
nan,599.0,,fishmonger,,Alive,,,,,,sabaodyarchipelago,,nan,0.0,0.0,0.0
nan,980.0,beastspirates,gifter,,Alive,,,,Wasp Smile,Artificial Zoan,,,nan,0.0,0.0,0.0
nan,983.0,beastspirates,gifter,,Alive,,,,Rhinoceros Beetle Smile,Artificial Zoan,,,nan,0.0,0.0,0.0
nan,,yespirates,piratecaptain,,Alive,,,,,,,,nan,0.0,0.0,0.0
nan,998.0,beastspirates,gifter,,Alive,,,,Python Smile,Artificial Zoan,onigashima,,nan,0.0,0.0,0.0
